sampleId,sampleId_orig,locality,lat,long,continent,country,city,province,min_day,max_day,min_month,max_month,year,jday,exactDate,sr_season,bio_rep,tech_rep,exp_rep,loc_rep,fruit_type,subsample,nFlies,fly_type,library_type,sampling_strategy,seq_platform,set,collector,SRA_Accession,reference,SequencingId,low_qual,DIN,DNA_result,DNA_Status,library_result,totalreads
FR_Ess_Vil_1_2015-08-10,FR_Vil_15_40,FR_Ess_Vil,48.754,2.158,Europe,France,Viltain,Essonne,10,10,8,8,2015,222,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Catherine_Montchamp-Moreau,SRR8439165,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
FR_Ess_Vil_1_2015-10-14,FR_Vil_15_41,FR_Ess_Vil,48.754,2.158,Europe,France,Viltain,Essonne,14,14,10,10,2015,287,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Catherine_Montchamp-Moreau,SRR8439120,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
FR_Ess_Vil_1_2016-08-12,FR_Vil_16_9,FR_Ess_Vil,48.7543324,2.1584108,Europe,France,Viltain,Essonne,12,12,8,8,2016,225,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Catherine_Montchamp-Moreau,SRR8494435,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
FR_Ess_Vil_1_2017-08-24,NA,FR_Ess_Vil,48.75,2.158,Europe,France,Viltain,Essonne,24,24,8,8,2017,236,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Catherine Montchamp-Moreau,NA,NA,DrosEu-208,FALSE,6.3,Hold,DIN,Pass,NA
FR_Ess_Vil_1_2017-10-17,NA,FR_Ess_Vil,48.75,2.158,Europe,France,Viltain,Essonne,17,17,10,10,2017,290,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Catherine Montchamp-Moreau,NA,NA,DrosEu-209,FALSE,7.5,Pass,NA,Pass,NA
FR_Eur_Sai_1_2018-09-15,NA,FR_Eur_Sai,48.13,1.34,Europe,France,Saint Sulpice la Foret,Eure-et-Loir,10,20,9,9,2018,258,FALSE,NA,BR-1,TR-1,NA,NA,Apples,1,30,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Herve Colinet,NA,NA,DrosEu-158,TRUE,3.9,Fail,DIN,No sequencing,NA
FR_Hau_Civ_1_2018-06-16,NA,FR_Hau_Civ,45,4,Europe,France,Civrieux,Haute-Loire,16,16,6,6,2018,167,TRUE,NA,BR-1,TR-1,NA,NA,Banana + yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Cristina Vieira,NA,NA,DrosEu-55,FALSE,6.8,Hold,DIN,Pass,NA
FR_Hau_Civ_1_2018-09-15,NA,FR_Hau_Civ,45,4,Europe,France,Civrieux,Haute-Loire,15,15,9,9,2018,258,TRUE,NA,BR-1,TR-1,NA,NA,Banana + yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Cristina Vieira,NA,NA,DrosEu-56,FALSE,7.2,Pass,NA,Pass,NA
FR_Her_Sai_1_2020-11-12,NA,FR_Her_Sai,43.709061,3.848005,Europe,France,Saint Clement de Riviere,Herault,12,12,11,11,2020,317,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Aspirator,NovaSeq6000,DrosEU_3,Nicolas Rode,NA,NA,DrosEu-187,FALSE,5.7,Fail,DIN,Pass,NA
FR_Her_Sai_1_2021-06-10,NA,FR_Her_Sai,43.709061,3.848005,Europe,France,Saint Clement de Riviere,Herault,10,10,6,6,2021,161,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Nicolas Rode,NA,NA,DrosEu-188,FALSE,6,Hold,DIN,Pass,66589208
FR_Ill_Sai_1_2017-07-22,NA,FR_Ill_Sai,48.13,-1.58,Europe,France,Saint Sulpice la Foret,Ille-et-Vilaine,20,24,7,7,2017,203,FALSE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Herve Colinet,NA,NA,DrosEu-210,TRUE,4.2,Fail,DIN,No sequencing,NA
FR_Ill_Sai_1_2017-09-16,NA,FR_Ill_Sai,48.13,-1.58,Europe,France,Saint Sulpice la Foret,Ille-et-Vilaine,15,17,9,9,2017,259,FALSE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Herve Colinet,NA,NA,DrosEu-211,FALSE,4.8,Fail,DIN,Pass,82999868
FR_Rho_Lyo_1_2010-07-16,FR,FR_Rho_Lyo,45.77,4.86,Europe,France,Lyon,Rhone,1,31,7,7,2010,197,FALSE,NA,BR-1,TR-1,NA,NA,NA,1,87,NA,inbred_line,NA,NA,dgn,J._Pool,NA,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
GA_Hau_Fra_1_2002-03-16,GA,GA_Hau_Fra,-1.65,13.6,Africa,Gabon,Franceville,Haut-Ogooue,1,31,3,3,2002,75,FALSE,NA,BR-1,TR-1,NA,NA,NA,1,9,NA,haploid_embryo,NA,NA,dgn,B._Ballard;S._Charlat,NA,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
GB_Eas_Sus_1_2021-07-09,NA,GB_Eas_Sus,51.099768,0.164408,Europe,UK,Sussex,East Sussex,9,9,7,7,2021,190,TRUE,NA,BR-1,TR-1,NA,NA,Mixed fruit + yeast,1,36,Wild flies,pooled,Sweep net and aspirate,NovaSeq6000,DrosEU_3,Darren Obbard,NA,NA,DrosEu-236,TRUE,2.7,Fail,DIN,No sequencing,NA
GB_Eas_Sus_1_2021-09-01,NA,GB_Eas_Sus,51.099767,0.164407,Europe,UK,Sussex,East Sussex,1,1,9,9,2021,244,TRUE,NA,BR-1,TR-1,NA,NA,Mixed fruit + yeast,1,40,Wild flies,pooled,Sweep net and aspirate,NovaSeq6000,DrosEU_3,Darren Obbard,NA,NA,DrosEu-51,FALSE,6.5,Hold,DIN,Pass,NA
GB_Edi_Edi_1_2021-08-29,NA,GB_Edi_Edi,55.9323,-3.1951,Europe,UK,Edinburgh,Edinburgh,29,29,8,8,2021,241,TRUE,NA,BR-1,TR-1,NA,NA,Mixed fruit + yeast,1,40,Wild flies,pooled,Sweep net and aspirate,NovaSeq6000,DrosEU_3,Darren Obbard,NA,NA,DrosEu-52,FALSE,7.8,Pass,NA,Pass,NA
GB_Edi_Edi_1_2021-10-04,NA,GB_Edi_Edi,55.9324,-3.1952,Europe,UK,Edinburgh,Edinburgh,4,4,10,10,2021,277,TRUE,NA,BR-1,TR-1,NA,NA,Mixed fruit + yeast,1,40,Wild flies,pooled,Sweep net and aspirate,NovaSeq6000,DrosEU_3,Darren Obbard,NA,NA,DrosEu-53,FALSE,6.8,Hold,DIN,Pass,NA
GB_Edi_Sou_1_2014-07-14,UK_Sou_14_10,GB_Edi_Sou,55.972871,-3.351475,Europe,United Kingdom,South Queensferry,Edinburgh,14,14,7,7,2014,195,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Darren_J._Obbard,SRR5647757,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
GB_Fif_Dai_1_2015-08-19,UK_Dai_15_52,GB_Fif_Dai,56.344534,-2.952766,Europe,United Kingdom,Dairsie,Fife,19,19,8,8,2015,231,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Mike_Ritchie,SRR8439142,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
GB_Fif_Dai_1_2016-08-06,UK_Dai_16_23,GB_Fif_Dai,56.3447,-2.9525,Europe,United Kingdom,Dairsie,Fife,6,6,8,8,2016,219,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Mike_Ritchie,SRR8494478,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
GB_Fif_Dai_1_2020-MM-DD,NA,GB_Fif_Dai,56.34716,-2.95054,Europe,UK,Dairsie,Fife,NA,NA,NA,NA,2020,NA,NA,NA,BR-1,TR-1,NA,NA,NA,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Mike Ritchie,NA,NA,DrosEu-186,FALSE,6.4,Hold,DIN,Pass,NA
GB_Ken_Ken_1_2019-09-16,NA,GB_Ken_Ken,51.351161,0.184561,Europe,UK,Kent,Kent,16,16,9,9,2019,259,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Nets,NovaSeq6000,DrosEU_3,Flo Camus,NA,NA,DrosEu-169,FALSE,6.6,Hold,DIN,Pass,60793720
GB_Lei_Lut_1_2014-10-20,UK_Lut_14_13,GB_Lei_Lut,52.433592,-1.102667,Europe,United Kingdom,Lutterworth,Leicestershire,20,20,10,10,2014,293,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Eran_Tauber,SRR5647759,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
GB_Lei_Mar_1_2014-10-20,UK_Mar_14_12,GB_Lei_Mar,52.475769,-0.921517,Europe,United Kingdom,Market Harborough,Leicestershire,20,20,10,10,2014,293,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Eran_Tauber,SRR5647760,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
GB_Nor_Mar_1_2015-07-07,UK_Mar_15_42,GB_Nor_Mar,52.4608,-0.959,Europe,United Kingdom,Market Harborough,Northamptonshire,7,7,7,7,2015,188,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,mirko_pegoraro,SRR8439121,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
GB_Nor_Mar_1_2016-10-23,UK_Mar_16_53,GB_Nor_Mar,52.46,-0.959,Europe,United Kingdom,Market Harborough,Northamptonshire,23,23,10,10,2016,297,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Eran_Tauber,SRR8494432,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
GB_Nor_Mar_1_2017-10-10,NA,GB_Nor_Mar,52.46086111,0.95902778,Europe,UK,Market Harborough,Norfolk,10,10,10,10,2017,283,TRUE,NA,BR-1,TR-1,NA,NA,vineyard,1,34,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Eran Tauber,NA,NA,DrosEu-206,FALSE,6.8,Hold,DIN,Pass,NA
GB_Nor_Mar_2_2017-10-10,NA,GB_Nor_Mar,52.46086111,0.95902778,Europe,UK,Market Harborough,Norfolk,10,10,10,10,2017,283,TRUE,NA,BR-2,TR-1,NA,NA,vineyard,2,34,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Eran Tauber,NA,NA,DrosEu-207,FALSE,6.8,Hold,DIN,Pass,NA
GB_Nor_Mar_3_2017-10-10,NA,GB_Nor_Mar,52.46086111,0.95902778,Europe,UK,Market Harborough,Norfolk,10,10,10,10,2017,283,TRUE,NA,BR-3,TR-1,NA,NA,vineyard,3,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Eran Tauber,NA,NA,DrosEu-213,FALSE,6,Hold,DIN,Pass,NA
GB_Per_Dru_1_2020-09-07,NA,GB_Per_Dru,56.32034,-3.78092,Europe,UK,Drumness,Perthshire and Kinross,7,7,9,9,2020,251,TRUE,NA,BR-1,TR-1,NA,NA,Banana + yeast,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Darren Obbard,NA,NA,DrosEu-116,FALSE,7,Pass,NA,Pass,NA
GB_Per_Mut_1_2021-08-05,NA,GB_Per_Mut,56.3204,-3.781,Europe,UK,Muthill,Perthshire and Kinross,5,5,8,8,2021,217,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,40,Sweep net & aspiration,pooled,Fly trap,NovaSeq6000,DrosEU_3,Darren Obbard,NA,NA,DrosEu-50,TRUE,3,Fail,DIN,No sequencing,NA
GB_She_She_1_2014-08-25,UK_She_14_09,GB_She_She,53.39052,-1.520599,Europe,United Kingdom,Sheffield,Sheffield,25,25,8,8,2014,237,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Damiano_Porcelli,SRR5647752,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
GB_She_She_1_2015-10-04,UK_She_15_17,GB_She_She,53.391,-1.521,Europe,United Kingdom,Sheffield,Sheffield,4,4,10,10,2015,277,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Damiano_Porcelli,SRR8439153,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
GN_Dal_Don_1_2005-06-15,GU,GN_Dal_Don,10.7,-12.25,Africa,Guinea,Donde,Dalaba,1,30,6,6,2005,166,FALSE,NA,BR-1,TR-1,NA,NA,NA,1,5,NA,haploid_embryo,NA,NA,dgn,B._B._Sow,NA,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
GR_Kri_Her_1_2020-07-13,NA,GR_Kri_Her,35.32188344,25.11104465,Europe,Greece,Heraklion,Kriti,13,13,7,7,2020,195,TRUE,NA,BR-1,TR-1,NA,NA,pomegranate and grapes,1,20,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Manolis Ladoukakis,NA,NA,DrosEu-118,FALSE,4.7,Fail,DIN,Fail,41817874
GR_Kri_Ira_1_2017-11-06,NA,GR_Kri_Ira,35.223236,25.108428,Europe,Greece,Irakilo,Kriti,6,6,11,11,2017,310,TRUE,NA,BR-1,TR-1,NA,NA,Pomegranate and grapes,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Manolis Ladoukakis,NA,NA,DrosEu-214,FALSE,5.1,Fail,DIN,Pass,NA
GR_Kri_Ira_1_2018-10-11,NA,GR_Kri_Ira,35.223236,25.108428,Europe,Greece,Irakilo,Kriti,11,11,10,10,2018,284,TRUE,NA,BR-1,TR-1,NA,NA,Pomegranate and grapes,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Manolis Ladoukakis,NA,NA,DrosEu-146,FALSE,5.9,Fail,DIN,Pass,NA
GR_Kri_Ira_1_2021-10-20,NA,GR_Kri_Ira,35.32188344,25.11104465,Europe,Greece,Irakilo,Kriti,20,20,10,10,2021,293,TRUE,NA,BR-1,TR-1,NA,NA,pomegranate and grapes,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Manolis Ladoukakis,NA,NA,DrosEu-79,FALSE,6,Hold,DIN,Pass,NA
GR_Kri_Ira_1_2019-MM-DD,NA,GR_Kri_Ira,35.3065438893384,25.0800775364041,Europe,Greece,Irakilo,Kriti,NA,NA,NA,NA,2019,NA,NA,NA,BR-1,TR-1,NA,NA,Grapes,1,30,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Manolis Ladoukakis,NA,NA,DrosEu-172,FALSE,5.2,Fail,DIN,Pass,NA
HR_Dub_Her_1_2019-09-19,NA,HR_Dub_Her,42.279,18.334,Europe,Montenegro,Herceg Novi,Dubrovacko-Neretvanska,19,19,9,9,2019,262,TRUE,NA,BR-1,TR-1,NA,NA,Grapes,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Stefan Stanovcic,NA,NA,DrosEu-160,FALSE,6,Hold,DIN,Pass,NA
HR_Dub_Kam_1_2017-09-20,NA,HR_Dub_Kam,42.282,18.322,Europe,Montenegro,Kameno,Dubrovacko-Neretvanska,20,20,9,9,2017,263,TRUE,NA,BR-1,TR-1,NA,NA,Mixed fruits,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Marina Stamenkovic-Radak,NA,NA,DrosEu-200,FALSE,6.4,Hold,DIN,Pass,NA
HU_Pes_Pil_1_2018-07-04,NA,HU_Pes_Pil,47.617361,18.892002,Europe,Hungary,Pilisvorosvar,Pest,4,4,7,7,2018,185,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Balazs Kiss,NA,NA,DrosEu-135,FALSE,6.4,Hold,DIN,Pass,80106498
HU_Pes_Pil_1_2018-10-30,NA,HU_Pes_Pil,47.617361,18.892002,Europe,Hungary,Pilisvorosvar,Pest,30,30,10,10,2018,303,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Balazs Kiss,NA,NA,DrosEu-134,FALSE,6.3,Hold,DIN,Pass,NA
HU_Pes_Pil_1_2020-08-17,NA,HU_Pes_Pil,47.617361,18.892002,Europe,Hungary,Pilisvorosvar,Pest,15,18,8,8,2020,230,FALSE,NA,BR-1,TR-1,NA,NA,apple+yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Kiss Balazs,NA,NA,DrosEu-137,FALSE,6.3,Hold,DIN,Pass,66949050
HU_Sze_Sze_1_2016-08-28,HU_Sze_16_14,HU_Sze_Sze,46.25,20.13,Europe,Hungary,Szeged,Szeged,28,28,8,8,2016,241,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,L������szl������_Sipos,SRR8494453,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
IT_Sas_Rec_1_2018-10-18,NA,IT_Sas_Rec,41.15,8.41,Europe,Portugal,Recarei,Sassari,18,18,10,10,2018,291,TRUE,NA,BR-1,TR-1,NA,NA,grapes and persimmon,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Jorge Vieira,NA,NA,DrosEu-233,TRUE,4.6,Fail,DIN,No sequencing,NA
IT_Tre_San_1_2015-09-29,IT_Mez_15_43,IT_Tre_San,46.212856,11.08755,Europe,Italy,San Michele,Trento,29,29,9,9,2015,272,TRUE,fall,BR-1,TR-1,NA,Mezzocorona,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,omar_rota-stabelli,SRR8439118,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
IT_Tre_San_1_2015-10-10,IT_Mez_15_44,IT_Tre_San,46.217939,11.123423,Europe,Italy,San Michele,Trento,10,10,10,10,2015,283,TRUE,fall,BR-1,TR-1,NA,Mezzolombardo,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,omar_rota-stabelli,SRR8439119,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
IT_Tre_San_1_2019-10-01,NA,IT_Tre_San,46.191059,11.135751,Europe,Italy,San Michele,Trento,1,1,10,10,2019,274,TRUE,NA,BR-1,TR-1,NA,NA,?,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Omar Rota-Stabelli,NA,NA,DrosEu-75,FALSE,6,Hold,DIN,Pass,NA
IT_Tre_San_1_2021-06-28,NA,IT_Tre_San,46.187389,11.13636,Europe,Italy,San Michele,Trento,28,28,6,6,2021,179,TRUE,NA,BR-1,TR-1,NA,NA,NA,1,36,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Omar Rota-Stabelli,NA,NA,DrosEu-74,FALSE,6.1,Hold,DIN,Pass,NA
IT_Tre_San_1_2021-10-01,NA,IT_Tre_San,46.18739,11.13637,Europe,Italy,San Michele,Trento,1,1,10,10,2021,274,TRUE,NA,BR-1,TR-1,NA,NA,NA,1,36,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Omar Rota-Stabelli,NA,NA,DrosEu-73,FALSE,5.6,Fail,DIN,Pass,NA
IT_Tre_Tre_1_2016-08-24,IT_Tre_16_15,IT_Tre_Tre,46.2,11.13333,Europe,Italy,Trentino,Trento,24,24,8,8,2016,237,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Omar_Rota_Stabelli_-_Gabriella_Tait,SRR8494456,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
MA_Ori_Ber_1_2017-07-10,NA,MA_Ori_Ber,34.9562894400356,-2.26568341255188,Africa,Morocco,Berkane,Oriental,10,10,7,7,2017,191,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,17,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Khalid Khfif,NA,NA,DrosEu-204,FALSE,5,Fail,DIN,Pass,NA
MA_Ori_Ber_1_2017-09-15,NA,MA_Ori_Ber,34.9562894400356,-2.26568341255188,Africa,Morocco,Berkane,Oriental,15,15,9,9,2017,258,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,22,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Khalid Khfif,NA,NA,DrosEu-205,TRUE,4.4,Fail,DIN,No sequencing,NA
MA_Ori_Ber_1_2018-07-16,NA,MA_Ori_Ber,35.0299090769197,-2.4021291626587,Africa,Morocco,Berkane,Oriental,16,16,7,7,2018,197,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,18,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Khalid Khfif,NA,NA,DrosEu-173,FALSE,6.3,Hold,DIN,Pass,67123142
MA_Ori_Ber_1_2019-09-11,NA,MA_Ori_Ber,35.0299090769197,-2.4021291626587,Africa,Morocco,Berkane,Oriental,11,11,9,9,2019,254,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,33,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Khalid Khfif,NA,NA,DrosEu-170,FALSE,6.4,Hold,DIN,Pass,NA
MA_Ori_Ber_1_2020-09-21,NA,MA_Ori_Ber,35.0299088,-2.400933,Africa,Morocco,Berkane,Oriental,21,21,9,9,2020,265,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Khalid Khfif,NA,NA,DrosEu-89,FALSE,5.6,Fail,DIN,Pass,NA
MA_Ori_Nad_1_2016-07-21,NA,MA_Ori_Nad,35.032167,-2.394361,Africa,Morocco,Nador province,Oriental,21,21,7,7,2016,203,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,23,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Khalid Khfif,NA,NA,DrosEu-196,FALSE,6.2,Hold,DIN,Pass,NA
MA_Ori_Nad_1_2016-10-04,NA,MA_Ori_Nad,35.032167,-2.394361,Africa,Morocco,Nador province,Oriental,4,4,10,10,2016,278,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,25,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Khalid Khfif,NA,NA,DrosEu-197,FALSE,6.4,Hold,DIN,Pass,NA
MA_Tan_Lar_1_2021-09-06,NA,MA_Tan_Lar,35.146733889239,-6.14977144602926,Africa,Morocco,Larache,Tanger - Tetouan,6,6,9,9,2021,249,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Khalid Khfif,NA,NA,DrosEu-88,FALSE,4.9,Fail,DIN,Pass,81830716
NG_Bor_Mai_1_2004-09-16,NG,NG_Bor_Mai,11.85,13.16,Africa,Nigeria,Maiduguri,Borno,1,30,9,9,2004,260,FALSE,NA,BR-1,TR-1,NA,NA,NA,1,6,NA,haploid_embryo,NA,NA,dgn,D._Gwary;B._Sastawa,NA,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
NL_Gro_Gro_1_2017-10-11,NA,NL_Gro_Gro,53.1512,6.3034,Europe,Netherlands,Groningen,Groningen,1,20,10,10,2017,284,FALSE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Pinar Kohlmeier,NA,NA,DrosEu-212,FALSE,5.8,Fail,DIN,Pass,NA
NL_Gro_Gro_1_2019-10-09,NA,NL_Gro_Gro,53.1512,6.3034,Europe,Netherlands,Groningen,Groningen,9,9,10,10,2019,282,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,30,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Pinar Kohlmeier,NA,NA,DrosEu-90,FALSE,4.8,Fail,DIN,Pass,79908978
NL_Gro_Gro_1_2020-10-15,NA,NL_Gro_Gro,53.15917,6.30667,Europe,Netherlands,Groningen,Groningen,15,15,10,10,2020,289,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,27,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Pinar Kohlmeier,NA,NA,DrosEu-108,FALSE,5.6,Fail,DIN,Pass,NA
NL_Utr_Hou_1_1998-07-01,N,NL_Utr_Hou,52.02,5.1,Europe,Netherlands,Houten,Utrecht,1,30,1,12,1998,182,FALSE,NA,BR-1,TR-1,NA,NA,NA,1,19,NA,inbred_line,NA,NA,dgn,Z._Bochdanovits;G._de_Jong,NA,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
PL_Lub_Lub_1_2019-09-10,NA,PL_Lub_Lub,51.2315,22.524833,Europe,Poland,Lublin,Lublin,10,10,9,9,2019,253,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Krzysztof Wojciechowski,NA,NA,DrosEu-139,TRUE,1.6,Fail,DIN,No sequencing,NA
PL_Pom_Gda_1_2016-08-01,PO_Gda_16_16,PL_Pom_Gda,54.35,18.64,Europe,Poland,Gdansk,Pomeranian,1,1,8,8,2016,214,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Iryna_Kozeretska,SRR8494455,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
PL_War_Brz_1_2015-09-28,PO_Brz_15_12,PL_War_Brz,54.27342,19.620169,Europe,Poland,Brzezina,Warmian-Masurian,28,28,9,9,2015,271,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Iryna_Kozeretska,SRR8439154,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
PL_War_Brz_1_2016-08-08,PO_Brz_16_17,PL_War_Brz,54.27342,19.620169,Europe,Poland,Brzezina,Warmian-Masurian,8,8,8,8,2016,221,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Iryna_Kozeretska,SRR8494458,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
